,PREC_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
0,03C,1,0,0,1,0,0,0,0,0,0,0
1,03N,0,0,1,1,0,0,0,0,0,0,0
2,03S,2,0,2,2,1,0,0,0,0,0,1
3,03W,0,0,3,2,0,0,0,1,0,0,0
4,06N,0,2,2,3,0,0,0,0,0,1,0
5,08N,1,1,1,2,0,0,0,0,0,1,0
6,09N,0,1,0,0,0,0,0,0,0,1,0
7,103,0,1,0,1,0,0,0,0,0,0,0
8,10N,0,0,2,2,0,0,0,0,0,0,0
9,10S1,0,0,2,2,0,0,0,0,0,0,0
10,124,0,1,3,4,0,0,0,0,0,0,0
11,126,0,1,0,1,0,0,0,0,0,0,0
12,13,0,2,0,2,0,0,0,0,0,0,0
13,35,1,0,0,1,0,0,0,0,0,0,0
14,7,0,3,0,3,0,0,0,0,0,0,0
15,NOID,0,0,1,1,0,0,0,0,0,0,0
