PREC_ID,PREC_NAME,DEM,REP,OTHER,W,B,I,M,O,P,U,A
B1,PRECINCT B1,670,737,712,1522,326,3,3,24,0,234,7
MH,MOSELEY HALL,1719,967,677,1650,1333,3,9,52,0,312,4
K3,KINSTON-3,849,143,276,320,792,2,4,27,0,118,5
K7,KINSTON-7,1215,170,295,262,1276,0,3,7,0,132,0
K9,KINSTON-9,1195,282,375,612,1061,2,9,33,0,125,10
C,CONTENTNEA,967,698,485,1113,790,4,4,32,0,201,6
K8,KINSTON-8,772,21,140,22,815,2,5,4,0,85,0
K6,KINSTON-6,1434,156,348,214,1518,4,10,13,0,167,12
I,INSTITUTE,525,631,477,1095,366,2,5,25,0,138,2
T1,TRENT-1,327,573,333,996,121,0,10,26,0,79,1
K4,KINSTON-4,1176,549,697,1371,834,2,6,37,0,155,17
FC,FALLING CREEK,1301,1434,1188,2698,822,13,9,60,0,310,11
V,VANCE,1002,523,465,916,901,1,6,15,0,149,2
N,NEUSE,1072,1065,813,1920,685,7,12,54,0,270,2
K5,KINSTON-5,904,142,278,344,826,2,3,9,0,135,5
PH2,PINK HILL-2,284,506,328,885,82,3,3,40,0,103,2
SH,SANDHILL,167,304,207,513,86,1,3,7,0,66,2
T2,TRENT-2,204,436,257,738,59,3,4,24,0,69,0
PH1,PINK HILL-1,162,268,172,482,34,2,5,20,0,59,0
K1,KINSTON -1,630,45,177,20,706,2,6,9,0,109,0
K2,KINSTON-2,716,44,158,42,781,1,8,6,0,80,0
W,WOODINGTON,253,500,307,908,65,0,2,10,0,74,1
WP32,WESTPORT,818,2832,2155,4716,189,3,12,74,0,781,30
BC13,BOGER CITY,545,596,638,1102,245,3,15,98,0,304,12
LB34,LABORATORY,594,1313,903,2416,56,3,7,54,0,267,7
CF19,COWANS FORD,218,855,606,1441,20,2,3,19,0,189,5
OB21,ORE BANK,305,1308,714,2022,49,4,4,34,0,201,13
DN29,DENVER,501,1794,1275,2960,88,3,8,44,0,449,18
LW31,LOWESVILLE,785,1960,1611,3557,183,10,7,39,0,538,22
PC22,PUMPKIN CENTER,379,1373,851,2241,45,4,7,41,0,260,5
DW28,DENVER WEST,483,1533,938,2397,132,6,5,34,0,368,12
HC33,HOWARDS CREEK,681,1645,1191,2989,60,2,13,79,0,366,8
LN11,LINCOLNTON/NORTH,568,520,559,1176,241,2,9,42,0,173,4
NB35,NORTH BROOK 3A,681,1975,1129,3359,61,4,3,32,0,320,6
ST36,STARTOWN,832,1471,1176,2579,323,5,15,113,0,436,8
TA37,TRIANGLE A,610,1826,1372,3143,121,10,4,42,0,469,19
DV08,DANIELS/VALE,559,1445,939,2615,37,1,4,33,0,252,1
BS26,BUFFALO SHOALS,519,1004,601,1589,256,0,4,33,0,233,9
SL24,SALEM,374,824,543,1429,81,3,5,39,0,173,11
IS20,IRON STATION SOUTH,271,858,576,1454,59,3,7,12,0,165,5
LI14,LITHIA,361,621,445,1194,66,0,3,20,0,138,6
IS23,IRON STATION,571,1274,827,2119,239,5,6,30,0,268,5
LS12,LINCOLNTON/SOUTH,632,557,596,1242,274,4,11,56,0,188,10
AS25,ASBURY,531,1164,708,1951,97,6,7,58,0,268,16
LW18,LOWESVILLE WEST,305,572,370,914,169,3,5,9,0,144,3
13,NANTAHALA,78,329,188,544,0,3,0,3,0,44,1
08,SUGARFORK,76,240,145,432,0,1,0,2,0,25,1
11,SMITHBRIDGE,566,1305,951,2629,4,5,5,14,0,160,5
01,NORTH FRANKLIN,610,1014,877,2246,29,5,10,42,1,154,14
03,EAST FRANKLIN,590,1067,925,2308,36,5,3,45,0,173,12
05,UNION,576,1081,934,2375,6,9,8,35,0,151,7
07,ELLIJAY,417,961,699,1923,7,6,3,15,0,109,14
06,MILLSHOAL,416,1001,811,2040,6,5,5,18,0,150,4
15,COWEE,417,871,712,1876,7,4,4,17,0,89,3
14,BURNINGTOWN,119,375,247,700,0,1,1,5,0,34,0
04,IOTLA,279,631,502,1285,11,3,4,14,0,90,5
09,HIGHLANDS,519,1087,905,2332,6,2,6,29,1,130,5
02,SOUTH FRANKLIN,342,463,478,1124,24,3,8,23,0,88,13
12,CARTOOGECHAYE,416,930,673,1867,15,0,6,14,0,107,10
10,FLATS,122,195,167,455,0,0,1,5,0,23,0
MARS H,MARS HILL,1249,1124,1504,3287,114,7,34,51,0,377,7
WALNUT,WALNUT,436,358,477,1141,0,1,0,5,0,122,2
NORTH,NORTH MARSHALL,844,554,889,2008,8,5,6,21,0,234,5
BEECH,BEECH GLEN,785,804,940,2277,6,9,8,11,0,211,7
SANDY,SANDY MUSH,155,153,193,433,0,0,1,3,0,63,1
EBBS C,EBBS CHAPEL,282,388,404,971,7,0,1,9,0,85,1
SPRING,SPRING CREEK,295,183,287,669,3,0,2,5,0,79,7
GRAPEV,GRAPEVINE,361,302,445,1008,3,1,1,2,0,89,4
LAUREL,LAUREL,330,233,356,824,1,0,4,6,0,84,0
HOT SP,HOT SPRINGS,339,189,347,803,2,0,2,6,0,62,0
REVERE,REVERE-RICE COVE,143,42,86,229,0,3,1,1,0,37,0
SOUTH,SOUTH MARSHALL,365,241,450,933,0,2,2,9,0,106,4
W2,WILLIAMSTON 2,1683,425,613,1115,1439,8,7,27,0,118,7
BG,BEAR GRASS,506,505,525,1249,186,0,2,6,0,93,0
W,WILLIAMS,359,234,260,635,177,0,3,3,0,35,0
GN,GOOSE NEST,434,123,165,295,374,0,2,5,0,45,1
CR,CROSS ROADS,469,255,260,582,335,4,4,8,0,51,0
J,JAMESVILLE,804,498,502,1228,455,6,8,22,0,85,0
R1,ROBERSONVILLE 1,618,173,195,350,575,1,4,9,0,47,0
GR,GRIFFINS,390,296,281,753,171,0,1,3,0,39,0
W1,WILLIAMSTON 1,1660,501,674,1250,1365,4,14,36,0,155,11
R2,ROBERSONVILLE 2,795,196,253,401,732,3,2,16,0,89,1
HM,HAMILTON,492,143,130,296,423,0,1,10,0,34,1
PP,POPLAR POINT,148,65,77,174,91,2,2,2,0,19,0
HS,HASSELL,161,30,58,79,155,0,1,0,0,14,0
M.COVE,MONTFORD COVE,268,769,578,1497,9,2,2,15,0,89,1
MAR 3,MARION #3,202,364,309,791,8,1,3,20,1,48,3
FORT 1,OLD FORT #1,308,535,418,1117,53,1,8,6,0,73,3
GLENWD,GLENWOOD,340,804,595,1629,11,2,2,12,0,72,11
MAR 2,MARION #2,542,402,451,1080,201,1,10,21,0,74,8
HIGGIN,HIGGINS,293,694,527,1405,11,2,8,14,0,70,4
NEBO,NEBO,563,1095,877,2288,75,2,5,22,0,125,18
PLEASA,PLEASANT GARDENS,458,953,645,1877,31,1,5,34,0,104,4
MAR 1,MARION #1,636,1160,989,2514,77,1,15,39,0,133,6
MAR 4,MARION #4,277,367,429,914,19,2,18,50,0,63,7
FORT 2,OLD FORT #2,433,722,657,1598,66,1,15,15,0,111,6
DYSART,DYSARTSVILLE,439,1021,813,2066,32,2,8,34,0,102,29
WEST M,WEST MARION #7,791,1450,1139,3006,127,0,19,38,0,181,9
MAR 5,MARION #5,217,390,435,924,16,2,10,17,0,72,1
N.COVE,NORTH COVE,154,410,247,755,4,1,3,3,0,41,4
CCREEK,CROOKED CREEK,349,848,693,1752,6,7,8,14,0,101,2
T.COVE,TURKEY COVE #17,134,373,232,675,4,1,3,5,0,50,1
230,PCT 230,5169,1787,3777,3834,3988,57,96,754,1,1430,573
083,PCT 083,1947,643,1212,1295,1591,17,33,290,0,470,106
003,PCT 003,1598,148,658,282,1591,6,29,139,0,299,58
228,PCT 228,2501,783,1751,1743,1880,8,46,401,0,760,197
045,PCT 045,1058,322,819,902,611,8,22,175,0,318,163
215,PCT 215,1072,1195,1474,2649,408,6,37,129,1,378,133
025,PCT 025,2102,56,655,91,2336,2,24,41,0,314,5
142,PCT 142,1869,2552,2889,5479,691,20,40,247,0,734,99
148,PCT 148,3809,3367,5373,7135,1655,121,90,849,0,1441,1258
115,PCT 115,950,306,667,697,688,9,14,212,0,270,33
122,PCT 122,2795,1303,2286,2877,2107,23,62,350,0,769,196
149,PCT 149,3615,568,1759,1181,3361,7,68,367,0,795,163
113,PCT 113,882,1335,1472,2927,230,6,30,115,0,267,114
091,PCT 091,1170,1740,2053,3865,243,18,19,157,0,426,235
047,PCT 047,949,947,1252,2513,270,6,18,65,0,231,45
043,PCT 043,2166,225,971,580,2021,10,44,189,0,443,75
118,PCT 118,913,883,1237,2186,281,4,19,128,0,319,96
208,PCT 208,1000,2182,2101,4546,148,1,18,95,0,411,64
012,PCT 012,1857,205,1069,747,1812,8,32,64,0,426,42
240,PCT 240,1542,2508,2749,5377,410,6,38,175,0,725,68
136,PCT 136,622,1087,959,2240,102,14,6,54,0,216,36
242,PCT 242,487,1626,1268,2915,66,9,14,68,0,264,45
211,PCT 211,6189,1226,3528,2993,5692,24,124,500,0,1443,167
068,PCT 068,1036,408,845,1026,804,5,31,94,1,290,38
145,PCT 145,4584,2262,3944,5401,3416,25,75,409,0,1169,295
150,PCT 150,1968,703,1252,1551,1682,11,36,144,0,452,47
146,PCT 146,2910,358,1484,883,2902,7,47,213,0,590,110
239,PCT 239,1996,585,1283,1323,1767,10,36,175,0,432,121
128,PCT 128,1552,596,1135,1612,1111,3,29,124,0,338,66
229,PCT 229,4866,3335,4623,6866,3361,25,98,606,2,1464,402
011,PCT 011,3803,2063,4389,5966,2104,21,138,310,0,1472,244
089,PCT 089,3597,1114,2074,2261,3332,13,57,261,0,763,98
001,PCT 001,515,511,685,1457,64,4,5,17,0,148,16
054,PCT 054,2337,193,913,536,2393,12,42,66,1,371,22
053,PCT 053,2572,197,990,363,2745,11,40,130,0,397,73
210,PCT 210,4623,408,1602,827,4752,11,56,240,0,664,83
147,PCT 147,2387,450,1244,970,2079,11,38,281,0,612,90
060,PCT 060,1526,86,432,163,1579,6,20,82,0,184,10
034,PCT 034,1391,512,1232,1730,801,14,29,141,0,362,58
151,PCT 151,2875,660,1883,1717,2654,11,57,255,1,618,105
051,PCT 051,1025,775,1206,2269,311,9,15,90,0,265,47
029,PCT 029,1069,292,855,1298,532,4,15,88,0,252,27
243,PCT 243,4987,2415,4234,5369,3626,30,92,720,0,1428,371
080,PCT 080,2197,468,1152,961,2051,8,41,190,0,447,119
038,PCT 038,1035,453,1012,1486,525,4,26,102,1,320,36
037,PCT 037,703,740,1031,1980,91,2,17,51,0,286,47
223.1,PCT 223,3710,1587,2734,3471,3201,15,69,288,0,895,92
140,PCT 140,1831,2178,2633,4333,792,26,44,366,0,688,393
096,PCT 096,774,579,854,1543,308,1,15,71,0,227,42
084,PCT 084,1556,220,794,594,1339,11,31,166,0,359,70
127,PCT 127,1247,1950,2273,4678,135,6,19,104,0,446,82
217,PCT 217,1026,836,1158,1970,480,5,14,114,0,388,49
221,PCT 221,1081,2060,1624,3672,390,15,19,116,0,488,65
008,PCT 008,567,927,1110,2172,69,1,9,40,0,287,26
009,PCT 009,1902,1180,2200,3796,562,16,22,115,1,650,120
014,PCT 014,2173,369,1520,1664,1635,9,50,89,0,529,86
026,PCT 026,2524,234,951,469,2578,14,31,149,0,410,58
022,PCT 022,3643,2275,4092,6144,1802,15,59,220,0,1577,193
027,PCT 027,1947,149,827,362,2049,8,35,99,0,351,19
078.1,PCT 078,1396,395,1058,1068,1090,12,39,145,0,429,66
137,PCT 137,1508,2350,2706,4387,458,34,23,342,0,684,636
082,PCT 082,2613,154,1097,269,2641,13,44,269,0,597,31
204.1,PCT 204,3392,513,1696,1070,3275,12,66,351,0,696,131
213,PCT 213,3805,405,1436,787,3810,16,54,267,0,611,101
231,PCT 231,2177,1342,2099,3096,1124,23,43,382,0,696,254
201,PCT 201,4250,1576,2678,3213,3566,22,65,471,2,1047,118
017,PCT 017,1481,163,749,506,1482,4,41,61,0,267,32
071,PCT 071,464,808,865,1765,129,2,2,40,0,166,33
094,PCT 094,1127,395,714,779,875,17,21,154,0,296,94
069,PCT 069,1113,1660,1715,3611,235,8,13,119,0,372,130
238.1,PCT 238,1499,583,1158,1589,1122,5,24,130,0,304,66
212,PCT 212,6895,1200,4173,2769,6269,47,144,672,0,1823,544
031,PCT 031,2002,105,641,199,2228,4,29,38,0,227,23
200,PCT 200,955,834,973,1585,537,6,24,154,0,395,61
117,PCT 117,1335,294,870,822,1189,7,29,91,0,323,38
076,PCT 076,908,944,1223,2544,149,5,14,65,0,262,36
134,PCT 134,2346,2208,3308,5440,1057,12,58,290,0,910,95
079,PCT 079,1291,338,680,584,1148,9,20,137,0,282,129
237,PCT 237,2610,500,1607,1132,2454,11,57,295,0,655,113
114,PCT 114,799,1056,1220,2570,146,2,16,76,0,248,17
097,PCT 097,914,179,602,548,795,7,20,92,2,209,22
202,PCT 202,2617,3173,3872,7287,898,17,55,253,0,1030,122
135,PCT 135,5211,533,2360,1275,5177,15,85,379,0,1077,96
100,PCT 100,863,908,1291,2296,219,7,22,136,0,290,92
028,PCT 028,1424,238,821,837,1214,13,33,84,0,269,33
206,PCT 206,2886,1735,3263,5903,511,17,94,142,2,1070,145
143,PCT 143,1473,2170,2551,4875,485,7,29,172,0,491,135
144,PCT 144,1043,1245,1559,2885,315,9,14,151,1,337,135
046,PCT 046,1468,364,1298,1686,813,6,37,108,0,428,52
124,PCT 124,1708,195,785,438,1655,5,25,164,0,340,61
130,PCT 130,1054,289,670,657,757,6,18,146,0,272,157
081,PCT 081,2953,432,1271,817,2902,7,46,178,0,548,158
073,PCT 073,558,578,721,1450,156,7,8,52,0,171,13
055,PCT 055,1468,54,393,65,1576,6,21,40,0,186,21
087,PCT 087,1123,791,1276,2088,443,20,28,191,1,358,61
013,PCT 013,2259,658,1931,2021,1677,15,61,145,0,819,110
241,PCT 241,2795,2552,3368,5493,1650,22,57,276,1,986,230
227,PCT 227,2066,2283,3016,4911,729,19,26,314,0,958,408
030,PCT 030,1730,464,1791,2717,439,9,38,120,1,577,84
121,PCT 121,953,1677,1669,3470,236,19,19,123,1,295,136
105,PCT 105,2726,506,1755,1308,2318,8,76,223,1,916,137
102,PCT 102,2503,864,1838,1979,1863,14,46,394,1,742,166
050,PCT 050,859,495,980,1634,300,4,19,110,0,244,23
226,PCT 226,1285,1211,1628,2801,501,13,15,206,0,487,101
018,PCT 018,374,728,661,1669,2,2,4,10,0,73,3
020,PCT 020,749,681,1088,2168,54,3,8,48,0,193,44
075,PCT 075,839,1398,1366,3089,123,9,16,80,0,237,49
088,PCT 088,985,823,1237,2021,391,7,25,153,0,403,45
072,PCT 072,430,548,657,1382,68,5,9,34,0,115,22
035,PCT 035,582,565,831,1520,198,4,8,42,0,161,45
207,PCT 207,1553,2052,2393,4541,548,21,38,213,0,553,84
218,PCT 218,707,1026,1035,2134,230,8,8,78,0,263,47
236,PCT 236,1308,2164,1785,3732,654,15,14,147,0,628,67
141,PCT 141,1612,372,2022,1278,1265,14,130,151,0,1022,146
203,PCT 203,4258,732,2227,1627,3963,16,55,474,0,973,109
019,PCT 019,455,619,680,1582,24,2,4,23,1,97,21
225,PCT 225,971,760,1059,1929,407,7,17,103,0,266,61
224,PCT 224,1646,807,1161,1616,1250,5,29,162,1,436,115
119,PCT 119,517,516,720,1398,138,6,5,36,0,133,37
085,PCT 085,1164,669,1031,1848,580,8,28,115,0,246,39
061,PCT 061,1441,442,840,1227,915,8,19,149,0,320,85
070,PCT 070,540,848,961,2117,39,2,5,36,0,123,27
216,PCT 216,1733,1450,1813,3109,869,16,38,264,0,534,166
107.1,PCT 107,2451,400,1287,898,2366,14,46,223,1,490,100
129,PCT 129,777,284,596,732,522,3,19,101,0,248,32
002,PCT 002,1444,647,1434,2419,526,7,23,83,0,387,80
222,PCT 222,4617,875,2017,1742,4362,15,78,299,1,868,144
126,PCT 126,2230,321,1119,679,2171,9,51,163,0,513,84
110,PCT 110,404,512,585,1230,96,1,3,35,1,117,18
133,PCT 133,1283,1986,2290,4366,390,6,31,143,0,523,100
092,PCT 092,870,1108,1303,2533,284,8,18,109,0,254,75
232,PCT 232,1476,1669,2203,3731,503,26,36,259,1,552,240
032,PCT 032,424,900,808,1947,16,3,5,15,0,123,23
015,PCT 015,1794,688,2019,3419,335,13,43,100,0,529,62
010,PCT 010,935,785,1284,2562,66,5,14,54,0,244,59
123,PCT 123,1502,244,817,625,1367,6,19,160,1,315,70
209,PCT 209,1586,1607,2048,3700,822,13,31,160,1,456,58
111,PCT 111,858,1087,1211,2524,230,3,8,69,1,285,36
138,PCT 138,2163,462,1313,1000,1857,9,40,278,1,638,115
006,PCT 006,1451,192,848,546,1390,4,41,134,0,299,77
039,PCT 039,2138,130,666,202,2277,10,29,87,0,283,46
004,PCT 004,1266,286,749,747,1026,9,18,172,0,255,74
219,PCT 219,783,1003,906,1795,433,14,13,76,0,293,68
077,PCT 077,1877,167,662,336,1818,12,17,167,0,332,24
120,PCT 120,1529,260,1001,714,1335,14,38,212,0,412,65
033,PCT 033,1133,309,840,1111,671,5,21,118,0,304,52
098,PCT 098,1835,232,891,496,1604,9,33,281,0,477,58
103,PCT 103,887,1175,1400,2862,129,9,15,113,0,247,87
234,PCT 234,1418,1025,1374,2091,852,13,21,236,0,536,68
074,PCT 074,844,1226,1359,2687,225,2,24,89,0,341,61
112,PCT 112,572,869,925,1883,81,5,15,81,0,216,85
214,PCT 214,2041,551,1240,1388,1796,13,34,147,0,402,52
095,PCT 095,1336,214,662,486,1246,4,16,153,1,273,33
023,PCT 023,1537,276,779,779,1380,5,31,76,0,292,29
063,PCT 063,1310,304,830,626,1096,10,33,207,0,340,132
007,PCT 007,889,356,879,1305,464,4,23,65,0,229,34
065,PCT 065,546,452,600,1274,110,1,10,67,0,111,25
041,PCT 041,1918,162,702,249,2017,14,26,76,0,293,107
205,PCT 205,2057,660,1282,1371,1775,11,47,223,0,483,89
056,PCT 056,1431,75,495,121,1582,10,17,43,1,194,33
099,PCT 099,1480,230,860,547,1456,2,18,131,0,396,20
066,PCT 066,531,437,718,1345,116,4,11,42,0,137,31
040,PCT 040,2092,179,806,350,2176,15,29,90,0,311,106
106,PCT 106,550,608,765,1678,64,1,8,23,0,114,35
109,PCT 109,1220,555,1435,2504,163,7,25,72,0,381,58
044,PCT 044,755,336,779,1413,203,3,13,42,1,163,32
116,PCT 116,1036,214,508,353,996,6,20,120,0,228,35
093,PCT 093,450,782,703,1531,94,7,9,82,0,172,40
005,PCT 005,914,182,585,590,729,6,12,97,1,211,35
052,PCT 052,2110,123,640,256,2266,4,22,61,0,248,16
042,PCT 042,2052,70,534,104,2209,5,16,65,0,240,17
235,PCT 235,1588,982,1267,1897,1166,9,29,183,0,476,77
108,PCT 108,1587,205,814,407,1499,6,27,204,0,394,69
139.1,PCT 139,1139,1242,1543,2686,380,13,28,177,0,431,209
062,PCT 062,1431,251,767,463,1280,10,29,184,1,352,130
131,PCT 131,467,760,752,1706,65,2,5,52,0,122,27
048,PCT 048,454,845,797,1861,38,6,3,35,0,121,32
101,PCT 101,787,877,1007,1941,328,5,12,92,0,243,50
086,PCT 086,440,950,803,1977,34,2,4,35,0,114,27
233,PCT 233,1016,1764,1746,3854,116,4,18,95,0,329,110
220,PCT 220,834,1309,1155,2475,379,3,16,91,0,282,52
021,PCT 021,904,559,1073,1906,264,11,22,62,0,234,37
016,PCT 016,2521,51,563,71,2729,6,28,38,1,257,5
132,PCT 132,1137,311,739,727,883,13,11,166,0,323,64
036,PCT 036,799,884,1076,2339,158,3,8,37,0,185,29
024,PCT 024,1947,306,991,849,1852,6,36,81,0,392,28
059,PCT 059,555,403,583,1145,141,6,7,81,0,128,33
064,PCT 064,577,246,509,723,314,5,16,57,0,148,69
090,PCT 090,507,518,732,1370,126,5,14,63,0,148,31
125,PCT 125,768,197,461,447,616,3,14,121,0,172,53
104,PCT 104,2218,172,797,305,2264,8,30,146,0,365,69
057,PCT 057,745,757,890,1869,200,7,14,56,0,209,37
058,PCT 058,833,706,1176,1881,289,8,22,141,0,290,84
049,PCT 049,886,871,1196,2300,213,4,17,70,1,312,36
067,PCT 067,490,543,625,1406,63,2,5,43,0,119,20
04,GRASSY CREEK,608,3333,1795,4944,26,5,8,45,0,703,5
09,SNOW CREEK,199,684,451,1189,1,1,2,4,0,134,3
05,HARRELL,47,499,197,665,1,1,2,3,0,69,2
01,BAKERSVILLE,114,777,401,1203,2,0,2,6,0,79,0
02,BRADSHAW,19,212,61,267,3,0,1,0,0,21,0
07,POPLAR,7,139,39,172,0,0,0,0,0,13,0
08,RED HILL,18,189,70,253,0,1,0,0,0,23,0
06,LITTLE ROCK CREEK,44,322,143,465,0,2,0,1,0,40,1
03,CANE CREEK,38,358,155,505,0,0,0,1,0,45,0
PEE,PEE DEE,263,617,347,988,80,2,1,17,0,121,18
T2,TROY 2,514,449,456,1113,198,3,3,14,0,79,9
STA,STAR,411,690,486,1302,68,5,4,41,0,167,0
BIS,BISCOE,715,372,401,821,396,6,8,94,0,153,10
ELD,ELDORADO,192,819,494,1278,13,3,2,8,0,197,4
UWH,UWHARRIE,265,683,482,1268,23,4,0,13,0,109,13
MTG,MT GILEAD,1086,277,353,652,904,3,4,13,0,117,23
T1,TROY 1,800,634,576,1309,493,5,12,32,0,136,23
OPH,OPHIR,76,140,93,288,0,2,0,1,0,18,0
LIT,LITTLE RIVER,137,227,164,478,10,3,1,3,0,33,0
CAN,CANDOR,604,409,377,793,289,0,8,124,0,170,6
ROC,ROCKY SPRINGS,431,159,195,292,346,3,4,40,0,100,0
CHE,CHEEKS CREEK,222,292,188,552,90,1,1,11,0,45,2
WAD,WADEVILLE,243,121,117,216,174,2,1,10,0,31,47
SSP,SOUTH SOUTHERN PINES,1561,1186,1252,2150,1338,14,16,77,1,373,30
PHC,PINEHURST C,842,1752,1684,3549,237,16,9,100,0,333,34
WAB,WEST ABERDEEN,1193,1341,1454,2592,746,44,22,138,2,392,52
EKWD,EAST KNOLLWOOD,268,620,522,1206,66,6,4,19,0,91,18
NSP,NORTH SOUTHERN PINES,661,793,1121,2074,169,5,10,54,1,248,14
CAR,CARTHAGE,1183,2282,1750,4013,712,30,16,77,0,354,13
LTR,LITTLE RIVER,562,1296,1115,2276,240,12,19,82,0,323,21
EAB,EAST ABERDEEN,870,999,1123,1949,585,34,11,70,0,313,30
WKWD,WEST KNOLLWOOD,393,1028,883,2002,71,4,7,34,0,162,24
TLT,TAYLORTOWN,316,86,130,171,311,2,2,4,0,41,1
BEN,BENSALEM,529,952,578,1464,358,15,8,62,0,150,2
SLS,SEVEN LAKES,750,2111,1737,4081,119,10,12,80,0,275,21
PDN,PINEDENE,742,1262,1370,2813,171,10,12,69,0,276,23
CAM,CAMERON,536,1196,949,2129,233,13,14,53,1,231,7
PHB1,PINEHURST B1,566,1347,1226,2692,131,6,6,64,0,205,35
EUR-WP,EUREKA/WHISPERING PINES,555,2013,1649,3618,87,10,20,96,0,353,33
DHR,DEEP RIVER/HIGH FALLS/RITTER,290,889,484,1410,124,4,4,30,0,87,4
RBN,ROBBINS,278,614,423,971,110,4,9,112,0,105,4
VSS,VASS,484,846,826,1662,225,9,11,58,0,185,6
PHB2,PINEHURST B2,321,1155,857,2077,31,7,5,31,0,152,30
WEM,WESTMOORE,299,1227,450,1734,108,0,5,21,0,102,6
WND,WEST END,596,1040,900,1920,331,13,8,59,0,196,9
PHA1,PINEHURST A1,624,1432,1317,2804,146,9,15,76,0,291,32
PBF,PINEBLUFF,809,829,880,1575,610,28,12,75,0,199,19
EWD,EASTWOOD,355,693,588,1298,205,6,4,23,0,95,5
PHA2,PINEHURST A2,265,1061,777,1920,33,7,5,22,0,98,18
P01A,BAILEY,1014,1010,924,1810,635,7,11,108,0,370,7
P08A,NASHVILLE,3056,2114,1617,3675,2542,23,22,72,0,441,12
P16A,ROCKY MOUNT BATTLEBORO,1227,527,591,868,1151,14,20,61,1,209,21
P06A,SPRING HOPE,1459,767,740,1434,1179,16,18,55,0,259,5
P09A,CASTALIA,599,443,383,849,460,5,8,18,0,82,3
P18A,ROCKY MOUNT HUNTER HILL,1611,504,590,903,1414,25,11,62,0,264,26
P20A,ROCKY MOUNT SUNSET,1377,761,598,1326,1113,8,10,50,0,211,18
P24A,SHARPSBURG,1107,1294,755,2051,789,7,14,50,0,228,17
P19A,ROCKY MOUNT WINSTEAD,2622,1772,1333,3132,1956,17,22,147,0,407,46
P23A,ROCKY MOUNT SOUTH,2504,344,707,494,2650,18,18,35,1,334,5
P11A,RED OAK,725,1508,778,2431,361,21,9,29,0,157,3
P07A,MOMEYER,288,326,198,604,161,2,3,6,0,35,1
P04A,STANHOPE,594,653,521,1050,349,4,11,143,0,205,6
P15A,OAK LEVEL,1525,1546,1026,2510,1186,19,16,59,0,293,14
P21A,ROCKY MOUNT DOWNTOWN,1820,445,763,924,1735,13,22,58,0,251,25
P14A,DORTCHES,563,593,369,920,438,8,6,28,0,117,8
P02A,MIDDLESEX,778,774,769,1326,538,2,18,76,0,352,9
P22A,ROCKY MOUNT EDWARDS,1555,140,454,223,1675,8,18,26,0,196,3
P10A,GRIFFINS,1120,368,363,640,1026,34,10,18,1,119,3
P12A,SALEM,514,264,201,407,480,9,5,7,0,67,4
P17A,ROCKY MOUNT BENVENUE,2489,816,1035,1567,2157,31,27,116,1,400,41
P05A,COOPERS,608,1551,787,2460,250,9,7,29,0,189,2
P13A,WHITAKERS,530,135,130,231,509,4,2,7,0,42,0
P03A,SAMARIA,554,659,611,1227,313,8,11,59,0,203,3
W30,W30,1759,1354,2045,3531,739,14,42,136,1,659,36
M04,M04,1941,2394,2837,5634,487,24,28,161,0,775,63
WB,WB,474,843,901,1924,8,3,12,17,1,243,10
W17,W17,761,791,824,1811,264,2,13,43,0,202,41
FP06,FP06,1057,1573,1858,3586,240,5,23,66,0,529,39
W25,W25,2187,532,1642,2262,1400,8,32,85,0,551,23
CF05,CF05,940,1139,1411,2505,386,16,18,67,0,477,21
W18,W18,450,505,731,1347,68,8,8,27,0,220,8
W15,W15,2856,722,2225,2078,2509,18,58,153,0,956,31
CF06,CF06,840,1034,1162,2186,414,14,17,50,0,340,15
M02,M02,1585,2362,2484,5559,179,6,25,92,1,498,71
W21,W21,1356,1454,2008,3678,350,6,38,100,0,618,28
FP04,FP04,1313,2264,2179,4794,258,11,25,84,0,557,27
W29,W29,2433,244,1225,958,2417,19,43,61,0,398,6
W26,W26,1087,565,1208,1890,492,8,24,63,0,371,12
M03,M03,1259,1871,2092,4192,330,10,21,103,0,535,31
CF02,CF02,788,1081,1015,2178,328,5,14,57,0,289,13
W27,W27,1555,430,1266,2077,755,5,20,47,1,334,12
W28,W28,1316,784,1776,2526,449,14,43,106,0,702,36
W31,W31,1115,1474,1459,3410,192,6,16,45,2,345,32
M06,M06,760,1143,1085,2534,87,1,14,66,1,253,32
W16,W16,941,1169,1248,2746,140,10,20,77,0,327,38
CF01,CF01,1547,1344,1486,2824,985,18,22,63,0,445,20
W03,W03,1326,251,1013,1257,901,8,27,48,0,342,7
FP07,FP07,1260,2136,2194,4717,227,14,19,89,0,503,21
W08,W08,957,423,696,948,828,3,20,30,1,239,7
W24,W24,988,641,1525,1933,251,8,50,71,0,810,31
FP08,FP08,1413,2162,2363,5114,47,8,15,63,0,675,16
M07,M07,533,890,880,2032,28,6,8,20,0,191,18
W13,W13,922,352,1004,1160,533,6,27,68,1,465,18
FP03,FP03,458,733,816,1742,10,0,4,17,0,221,13
W12,W12,721,508,744,1585,136,3,11,29,0,195,14
LASKER,LASKER,105,36,105,186,50,1,0,2,0,6,1
LAKE G,LAKE GASTON,483,405,437,839,388,3,0,5,0,86,4
CREEKS,CREEKSVILLE,349,58,162,338,200,2,2,0,0,27,0
GAPL,GARYSBURG/PLEASANT HILL,1512,97,314,250,1548,3,4,10,0,107,1
GASTON,GASTON,1667,267,504,674,1561,7,10,18,0,168,0
